Time(ms),Amplitude,Cluster,Label
33150,-267,1,Tachycardia
33160,-246,1,Tachycardia
33170,-220,1,Tachycardia
33180,-191,1,Tachycardia
33190,-158,1,Tachycardia
33200,-122,1,Tachycardia
33210,-83,1,Tachycardia
33220,-43,0,Normal
33230,-3,0,Normal
33240,37,0,Normal
33250,77,0,Normal
33260,116,0,Normal
33270,152,0,Normal
33280,186,0,Normal
33290,216,0,Normal
33300,242,0,Normal
33310,264,0,Normal
33320,281,0,Normal
33330,292,0,Normal
33340,298,0,Normal
33350,299,0,Normal
33360,294,0,Normal
33370,284,0,Normal
33380,268,0,Normal
33390,248,0,Normal
33400,222,0,Normal
33410,193,0,Normal
33420,160,0,Normal
33430,124,0,Normal
33440,86,0,Normal
33450,46,0,Normal
33460,6,0,Normal
33470,-34,0,Normal
33480,-74,1,Tachycardia
33490,-113,1,Tachycardia
33500,-149,1,Tachycardia
33510,-183,1,Tachycardia
33520,-214,1,Tachycardia
33530,-240,1,Tachycardia
33540,-262,1,Tachycardia
33550,-280,1,Tachycardia
33560,-292,1,Tachycardia
33570,-298,1,Tachycardia
33580,-299,1,Tachycardia
33590,-295,1,Tachycardia
33600,-285,1,Tachycardia
33610,-270,1,Tachycardia
33620,-249,1,Tachycardia
33630,-225,1,Tachycardia
33640,-196,1,Tachycardia
33650,-163,1,Tachycardia
33660,-127,1,Tachycardia
33670,-89,1,Tachycardia
33680,-50,1,Tachycardia
33690,-9,0,Normal
33700,31,0,Normal
33710,71,0,Normal
33720,110,0,Normal
33730,147,0,Normal
33740,181,0,Normal
33750,212,0,Normal
33760,238,0,Normal
33770,261,0,Normal
33780,278,0,Normal
33790,291,0,Normal
33800,298,0,Normal
33810,299,0,Normal
33820,295,0,Normal
33830,286,0,Normal
33840,271,0,Normal
33850,251,0,Normal
33860,227,0,Normal
33870,198,0,Normal
33880,166,0,Normal
33890,130,0,Normal
33900,92,0,Normal
33910,53,0,Normal
33920,12,0,Normal
33930,-28,0,Normal
33940,-68,1,Tachycardia
33950,-107,1,Tachycardia
33960,-144,1,Tachycardia
33970,-178,1,Tachycardia
33980,-209,1,Tachycardia
33990,-237,1,Tachycardia
34000,-259,1,Tachycardia
34010,-277,1,Tachycardia
34020,-290,1,Tachycardia
34030,-298,1,Tachycardia
34040,-299,1,Tachycardia
34050,-296,1,Tachycardia
34060,-287,1,Tachycardia
34070,-272,1,Tachycardia
34080,-253,1,Tachycardia
34090,-229,1,Tachycardia
34100,-200,1,Tachycardia
34110,-168,1,Tachycardia
34120,-133,1,Tachycardia
34130,-95,1,Tachycardia
34140,-56,1,Tachycardia
34150,-15,0,Normal
34160,25,0,Normal
34170,65,0,Normal
34180,104,0,Normal
34190,141,0,Normal
34200,176,0,Normal
34210,207,0,Normal
34220,235,0,Normal
34230,258,0,Normal
34240,276,0,Normal
34250,289,0,Normal
34260,297,0,Normal
34270,299,0,Normal
34280,296,0,Normal
34290,288,0,Normal
34300,274,0,Normal
34310,254,0,Normal
34320,231,0,Normal
34330,203,0,Normal
34340,171,0,Normal
34350,136,0,Normal
34360,98,0,Normal
34370,59,0,Normal
34380,18,0,Normal
34390,-21,0,Normal
34400,-62,1,Tachycardia
34410,-101,1,Tachycardia
34420,-138,1,Tachycardia
34430,-173,1,Tachycardia
34440,-205,1,Tachycardia
34450,-233,1,Tachycardia
34460,-256,1,Tachycardia
34470,-275,1,Tachycardia
34480,-288,1,Tachycardia
34490,-297,1,Tachycardia
34500,-299,1,Tachycardia
34510,-297,1,Tachycardia
34520,-288,1,Tachycardia
34530,-275,1,Tachycardia
34540,-256,1,Tachycardia
34550,-233,1,Tachycardia
34560,-205,1,Tachycardia
34570,-173,1,Tachycardia
34580,-138,1,Tachycardia
34590,-101,1,Tachycardia
34600,-62,1,Tachycardia
34610,-21,0,Normal
34620,18,0,Normal
34630,59,0,Normal
34640,98,0,Normal
34650,136,0,Normal
34660,171,0,Normal
34670,203,0,Normal
34680,231,0,Normal
34690,254,0,Normal
34700,274,0,Normal
34710,288,0,Normal
34720,296,0,Normal
34730,299,0,Normal
34740,297,0,Normal
34750,289,0,Normal
34760,276,0,Normal
34770,258,0,Normal
34780,235,0,Normal
34790,207,0,Normal
34800,176,0,Normal
34810,141,0,Normal
34820,104,0,Normal
34830,65,0,Normal
34840,25,0,Normal
34850,-15,0,Normal
34860,-56,1,Tachycardia
34870,-95,1,Tachycardia
34880,-133,1,Tachycardia
34890,-168,1,Tachycardia
34900,-200,1,Tachycardia
34910,-229,1,Tachycardia
34920,-253,1,Tachycardia
34930,-272,1,Tachycardia
34940,-287,1,Tachycardia
34950,-296,1,Tachycardia
34960,-299,1,Tachycardia
34970,-298,1,Tachycardia
34980,-290,1,Tachycardia
34990,-277,1,Tachycardia
35000,-259,1,Tachycardia
35010,-237,1,Tachycardia
35020,-209,1,Tachycardia
35030,-178,1,Tachycardia
35040,-144,1,Tachycardia
35050,-107,1,Tachycardia
35060,-68,1,Tachycardia
35070,-28,0,Normal
35080,12,0,Normal
35090,53,0,Normal
35100,92,0,Normal
35110,130,0,Normal
35120,166,0,Normal
35130,198,0,Normal
35140,227,0,Normal
35150,251,0,Normal
35160,271,0,Normal
35170,286,0,Normal
35180,295,0,Normal
35190,299,0,Normal
35200,298,0,Normal
35210,291,0,Normal
35220,278,0,Normal
35230,261,0,Normal
35240,238,0,Normal
35250,212,0,Normal
35260,181,0,Normal
35270,147,0,Normal
35280,110,0,Normal
35290,71,0,Normal
35300,31,0,Normal
35310,-9,0,Normal
35320,-50,1,Tachycardia
35330,-89,1,Tachycardia
35340,-127,1,Tachycardia
35350,-163,1,Tachycardia
35360,-196,1,Tachycardia
35370,-225,1,Tachycardia
35380,-249,1,Tachycardia
35390,-270,1,Tachycardia
35400,-285,1,Tachycardia
35410,-295,1,Tachycardia
35420,-299,1,Tachycardia
35430,-298,1,Tachycardia
35440,-292,1,Tachycardia
35450,-280,1,Tachycardia
35460,-262,1,Tachycardia
35470,-240,1,Tachycardia
35480,-214,1,Tachycardia
35490,-183,1,Tachycardia
35500,-150,1,Tachycardia
35510,-113,1,Tachycardia
35520,-74,1,Tachycardia
35530,-34,0,Normal
35540,6,0,Normal
35550,46,0,Normal
35560,86,0,Normal
35570,124,0,Normal
35580,160,0,Normal
35590,193,0,Normal
35600,222,0,Normal
35610,248,0,Normal
35620,268,0,Normal
35630,284,0,Normal
35640,294,0,Normal
35650,299,0,Normal
35660,298,0,Normal
35670,292,0,Normal
35680,281,0,Normal
35690,264,0,Normal
35700,242,0,Normal
35710,216,0,Normal
35720,186,0,Normal
35730,152,0,Normal
35740,116,0,Normal
35750,77,0,Normal
35760,37,0,Normal
35770,-3,0,Normal
35780,-43,0,Normal
35790,-83,1,Tachycardia
35800,-122,1,Tachycardia
35810,-158,1,Tachycardia
35820,-191,1,Tachycardia
35830,-220,1,Tachycardia
35840,-246,1,Tachycardia
35850,-267,1,Tachycardia
35860,-283,1,Tachycardia
35870,-294,1,Tachycardia
35880,-299,1,Tachycardia
35890,-299,1,Tachycardia
35900,-293,1,Tachycardia
35910,-282,1,Tachycardia
35920,-265,1,Tachycardia
35930,-244,1,Tachycardia
35940,-218,1,Tachycardia
35950,-188,1,Tachycardia
35960,-155,1,Tachycardia
35970,-119,1,Tachycardia
35980,-80,1,Tachycardia
35990,-40,0,Normal
36000,0,0,Normal
36010,40,0,Normal
36020,80,0,Normal
36030,119,0,Normal
36040,155,0,Normal
36050,188,0,Normal
36060,218,0,Normal
36070,244,0,Normal
36080,265,0,Normal
36090,282,0,Normal
36100,293,0,Normal
36110,299,0,Normal
36120,299,0,Normal
36130,294,0,Normal
36140,283,0,Normal
36150,267,0,Normal
36160,246,0,Normal
36170,220,0,Normal
36180,191,0,Normal
36190,158,0,Normal
36200,122,0,Normal
36210,83,0,Normal
36220,43,0,Normal
36230,3,0,Normal
36240,-37,0,Normal
36250,-77,1,Tachycardia
36260,-116,1,Tachycardia
36270,-152,1,Tachycardia
36280,-186,1,Tachycardia
36290,-216,1,Tachycardia
36300,-242,1,Tachycardia
36310,-264,1,Tachycardia
36320,-281,1,Tachycardia
36330,-292,1,Tachycardia
36340,-298,1,Tachycardia
36350,-299,1,Tachycardia
36360,-294,1,Tachycardia
36370,-284,1,Tachycardia
36380,-268,1,Tachycardia
36390,-248,1,Tachycardia
36400,-222,1,Tachycardia
36410,-193,1,Tachycardia
36420,-160,1,Tachycardia
36430,-124,1,Tachycardia
36440,-86,1,Tachycardia
36450,-46,1,Tachycardia
36460,-6,0,Normal
36470,34,0,Normal
36480,74,0,Normal
36490,113,0,Normal
36500,149,0,Normal
36510,183,0,Normal
36520,214,0,Normal
36530,240,0,Normal
36540,262,0,Normal
36550,280,0,Normal
36560,292,0,Normal
36570,298,0,Normal
36580,299,0,Normal
36590,295,0,Normal
36600,285,0,Normal
36610,270,0,Normal
36620,249,0,Normal
36630,225,0,Normal
36640,196,0,Normal
36650,163,0,Normal
36660,127,0,Normal
36670,89,0,Normal
36680,50,0,Normal
36690,9,0,Normal
36700,-31,0,Normal
36710,-71,1,Tachycardia
36720,-110,1,Tachycardia
36730,-147,1,Tachycardia
36740,-181,1,Tachycardia
36750,-212,1,Tachycardia
36760,-238,1,Tachycardia
36770,-261,1,Tachycardia
36780,-278,1,Tachycardia
36790,-291,1,Tachycardia
36800,-298,1,Tachycardia
36810,-299,1,Tachycardia
36820,-295,1,Tachycardia
36830,-286,1,Tachycardia
36840,-271,1,Tachycardia
36850,-251,1,Tachycardia
36860,-227,1,Tachycardia
36870,-198,1,Tachycardia
36880,-166,1,Tachycardia
36890,-130,1,Tachycardia
36900,-92,1,Tachycardia
36910,-53,1,Tachycardia
36920,-12,0,Normal
36930,28,0,Normal
36940,68,0,Normal
36950,107,0,Normal
36960,144,0,Normal
36970,178,0,Normal
36980,209,0,Normal
36990,237,0,Normal
37000,259,0,Normal
37010,277,0,Normal
37020,290,0,Normal
37030,298,0,Normal
37040,299,0,Normal
37050,296,0,Normal
37060,287,0,Normal
37070,272,0,Normal
37080,253,0,Normal
37090,229,0,Normal
37100,200,0,Normal
37110,168,0,Normal
37120,133,0,Normal
37130,95,0,Normal
37140,56,0,Normal
37150,15,0,Normal
37160,-25,0,Normal
37170,-65,1,Tachycardia
37180,-104,1,Tachycardia
37190,-141,1,Tachycardia
37200,-176,1,Tachycardia
37210,-207,1,Tachycardia
37220,-235,1,Tachycardia
37230,-258,1,Tachycardia
37240,-276,1,Tachycardia
37250,-289,1,Tachycardia
37260,-297,1,Tachycardia
37270,-299,1,Tachycardia
37280,-296,1,Tachycardia
37290,-288,1,Tachycardia
37300,-274,1,Tachycardia
37310,-254,1,Tachycardia
37320,-231,1,Tachycardia
37330,-203,1,Tachycardia
37340,-171,1,Tachycardia
37350,-136,1,Tachycardia
37360,-98,1,Tachycardia
37370,-59,1,Tachycardia
37380,-18,0,Normal
37390,21,0,Normal
37400,62,0,Normal
37410,101,0,Normal
37420,138,0,Normal
37430,173,0,Normal
37440,205,0,Normal
37450,233,0,Normal
37460,256,0,Normal
37470,275,0,Normal
37480,288,0,Normal
37490,297,0,Normal
37500,299,0,Normal
37510,297,0,Normal
37520,288,0,Normal
37530,275,0,Normal
37540,256,0,Normal
37550,233,0,Normal
37560,205,0,Normal
37570,173,0,Normal
37580,138,0,Normal
37590,101,0,Normal
37600,62,0,Normal
37610,21,0,Normal
37620,-18,0,Normal
37630,-59,1,Tachycardia
37640,-98,1,Tachycardia
37650,-136,1,Tachycardia
37660,-171,1,Tachycardia
37670,-203,1,Tachycardia
37680,-231,1,Tachycardia
37690,-254,1,Tachycardia
37700,-274,1,Tachycardia
37710,-288,1,Tachycardia
37720,-296,1,Tachycardia
37730,-299,1,Tachycardia
37740,-297,1,Tachycardia
37750,-289,1,Tachycardia
37760,-276,1,Tachycardia
37770,-258,1,Tachycardia
37780,-235,1,Tachycardia
37790,-207,1,Tachycardia
37800,-176,1,Tachycardia
37810,-141,1,Tachycardia
37820,-104,1,Tachycardia
37830,-65,1,Tachycardia
37840,-25,0,Normal
37850,15,0,Normal
37860,56,0,Normal
37870,95,0,Normal
37880,133,0,Normal
37890,168,0,Normal
37900,200,0,Normal
37910,229,0,Normal
37920,253,0,Normal
37930,272,0,Normal
37940,287,0,Normal
37950,296,0,Normal
37960,299,0,Normal
37970,298,0,Normal
37980,290,0,Normal
37990,277,0,Normal
38000,259,0,Normal
38010,237,0,Normal
38020,209,0,Normal
38030,178,0,Normal
38040,144,0,Normal
38050,107,0,Normal
38060,68,0,Normal
38070,28,0,Normal
38080,-12,0,Normal
38090,-53,1,Tachycardia
38100,-92,1,Tachycardia
38110,-130,1,Tachycardia
38120,-166,1,Tachycardia
38130,-198,1,Tachycardia
38140,-227,1,Tachycardia
38150,-251,1,Tachycardia
38160,-271,1,Tachycardia
38170,-286,1,Tachycardia
38180,-295,1,Tachycardia
38190,-299,1,Tachycardia
38200,-298,1,Tachycardia
38210,-291,1,Tachycardia
38220,-278,1,Tachycardia
38230,-261,1,Tachycardia
38240,-238,1,Tachycardia
38250,-212,1,Tachycardia
38260,-181,1,Tachycardia
38270,-147,1,Tachycardia
38280,-110,1,Tachycardia
38290,-71,1,Tachycardia
38300,-31,0,Normal
38310,9,0,Normal
38320,50,0,Normal
38330,89,0,Normal
38340,127,0,Normal
38350,163,0,Normal
38360,196,0,Normal
38370,225,0,Normal
38380,249,0,Normal
38390,270,0,Normal
38400,285,0,Normal
38410,295,0,Normal
38420,299,0,Normal
38430,298,0,Normal
38440,292,0,Normal
38450,280,0,Normal
38460,262,0,Normal
38470,240,0,Normal
38480,214,0,Normal
38490,183,0,Normal
38500,150,0,Normal
38510,113,0,Normal
38520,74,0,Normal
38530,34,0,Normal
38540,-6,0,Normal
38550,-46,1,Tachycardia
38560,-86,1,Tachycardia
38570,-124,1,Tachycardia
38580,-160,1,Tachycardia
38590,-193,1,Tachycardia
38600,-222,1,Tachycardia
38610,-248,1,Tachycardia
38620,-268,1,Tachycardia
38630,-284,1,Tachycardia
38640,-294,1,Tachycardia
38650,-299,1,Tachycardia
38660,-298,1,Tachycardia
38670,-292,1,Tachycardia
38680,-281,1,Tachycardia
38690,-264,1,Tachycardia
38700,-242,1,Tachycardia
38710,-216,1,Tachycardia
38720,-186,1,Tachycardia
38730,-152,1,Tachycardia
38740,-116,1,Tachycardia
38750,-77,1,Tachycardia
38760,-37,0,Normal
38770,3,0,Normal
38780,43,0,Normal
38790,83,0,Normal
38800,122,0,Normal
38810,158,0,Normal
38820,191,0,Normal
38830,220,0,Normal
38840,246,0,Normal
38850,267,0,Normal
38860,283,0,Normal
38870,294,0,Normal
38880,299,0,Normal
38890,299,0,Normal
38900,293,0,Normal
38910,282,0,Normal
38920,265,0,Normal
38930,244,0,Normal
38940,218,0,Normal
38950,188,0,Normal
38960,155,0,Normal
38970,119,0,Normal
38980,80,0,Normal
38990,40,0,Normal
39000,0,0,Normal
39010,-40,0,Normal
39020,-80,1,Tachycardia
39030,-119,1,Tachycardia
39040,-155,1,Tachycardia
39050,-188,1,Tachycardia
39060,-218,1,Tachycardia
39070,-244,1,Tachycardia
39080,-265,1,Tachycardia
39090,-282,1,Tachycardia
39100,-293,1,Tachycardia
39110,-299,1,Tachycardia
39120,-299,1,Tachycardia
39130,-294,1,Tachycardia
39140,-283,1,Tachycardia
39150,-267,1,Tachycardia
39160,-246,1,Tachycardia
39170,-220,1,Tachycardia
39180,-191,1,Tachycardia
39190,-158,1,Tachycardia
39200,-122,1,Tachycardia
39210,-83,1,Tachycardia
39220,-43,0,Normal
39230,-3,0,Normal
39240,37,0,Normal
39250,77,0,Normal
39260,116,0,Normal
39270,152,0,Normal
39280,186,0,Normal
39290,216,0,Normal
39300,242,0,Normal
39310,264,0,Normal
39320,281,0,Normal
39330,292,0,Normal
39340,298,0,Normal
39350,299,0,Normal
39360,294,0,Normal
39370,284,0,Normal
39380,268,0,Normal
39390,248,0,Normal
39400,222,0,Normal
39410,193,0,Normal
39420,160,0,Normal
39430,124,0,Normal
39440,86,0,Normal
39450,46,0,Normal
39460,6,0,Normal
39470,-34,0,Normal
39480,-74,1,Tachycardia
39490,-113,1,Tachycardia
39500,-149,1,Tachycardia
39510,-183,1,Tachycardia
39520,-214,1,Tachycardia
39530,-240,1,Tachycardia
39540,-262,1,Tachycardia
39550,-280,1,Tachycardia
39560,-292,1,Tachycardia
39570,-298,1,Tachycardia
39580,-299,1,Tachycardia
39590,-295,1,Tachycardia
39600,-285,1,Tachycardia
39610,-270,1,Tachycardia
39620,-249,1,Tachycardia
39630,-225,1,Tachycardia
39640,-196,1,Tachycardia
39650,-163,1,Tachycardia
39660,-127,1,Tachycardia
39670,-89,1,Tachycardia
39680,-50,1,Tachycardia
39690,-9,0,Normal
39700,31,0,Normal
39710,71,0,Normal
39720,110,0,Normal
39730,147,0,Normal
39740,181,0,Normal
39750,212,0,Normal
39760,238,0,Normal
39770,261,0,Normal
39780,278,0,Normal
39790,291,0,Normal
39800,298,0,Normal
39810,299,0,Normal
39820,295,0,Normal
39830,286,0,Normal
39840,271,0,Normal
39850,251,0,Normal
39860,227,0,Normal
39870,198,0,Normal
39880,166,0,Normal
39890,130,0,Normal
39900,92,0,Normal
39910,53,0,Normal
39920,12,0,Normal
39930,-28,0,Normal
39940,-68,1,Tachycardia
39950,-107,1,Tachycardia
39960,-144,1,Tachycardia
39970,-178,1,Tachycardia
39980,-209,1,Tachycardia
39990,-237,1,Tachycardia
40000,-259,1,Tachycardia
40010,-277,1,Tachycardia
40020,-290,1,Tachycardia
40030,-298,1,Tachycardia
40040,-299,1,Tachycardia
40050,-296,1,Tachycardia
40060,-287,1,Tachycardia
40070,-272,1,Tachycardia
40080,-253,1,Tachycardia
40090,-229,1,Tachycardia
40100,-200,1,Tachycardia
40110,-168,1,Tachycardia
40120,-133,1,Tachycardia
40130,-95,1,Tachycardia
40140,-56,1,Tachycardia
40150,-15,0,Normal
40160,25,0,Normal
40170,65,0,Normal
40180,104,0,Normal
40190,141,0,Normal
40200,176,0,Normal
40210,207,0,Normal
40220,235,0,Normal
40230,258,0,Normal
40240,276,0,Normal
40250,289,0,Normal
40260,297,0,Normal
40270,299,0,Normal
40280,296,0,Normal
40290,288,0,Normal
40300,274,0,Normal
40310,254,0,Normal
40320,231,0,Normal
40330,203,0,Normal
40340,171,0,Normal
40350,136,0,Normal
40360,98,0,Normal
40370,59,0,Normal
40380,18,0,Normal
40390,-21,0,Normal
40400,-62,1,Tachycardia
40410,-101,1,Tachycardia
40420,-138,1,Tachycardia
40430,-173,1,Tachycardia
40440,-205,1,Tachycardia
40450,-233,1,Tachycardia
40460,-256,1,Tachycardia
40470,-275,1,Tachycardia
40480,-288,1,Tachycardia
40490,-297,1,Tachycardia
40500,-299,1,Tachycardia
40510,-297,1,Tachycardia
40520,-288,1,Tachycardia
40530,-275,1,Tachycardia
40540,-256,1,Tachycardia
40550,-233,1,Tachycardia
40560,0,0,Normal
40570,0,0,Normal
40580,0,0,Normal
40590,0,0,Normal
40600,0,0,Normal
40610,0,0,Normal
40620,0,0,Normal
40630,0,0,Normal
40640,0,0,Normal
40650,0,0,Normal
40660,0,0,Normal
40670,0,0,Normal
40680,0,0,Normal
40690,0,0,Normal
40700,0,0,Normal
40710,0,0,Normal
40720,0,0,Normal
40730,0,0,Normal
40740,0,0,Normal
40750,0,0,Normal
40760,0,0,Normal
40770,0,0,Normal
40780,0,0,Normal
40790,0,0,Normal
40800,0,0,Normal
40810,0,0,Normal
40820,0,0,Normal
40830,0,0,Normal
40840,0,0,Normal
40850,0,0,Normal
40860,0,0,Normal
40870,0,0,Normal
40880,0,0,Normal
40890,0,0,Normal
40900,0,0,Normal
40910,0,0,Normal
40920,0,0,Normal
40930,0,0,Normal
40940,0,0,Normal
40950,0,0,Normal
40960,0,0,Normal
40970,0,0,Normal
40980,0,0,Normal
40990,0,0,Normal
41000,0,0,Normal
41010,0,0,Normal
41020,0,0,Normal
41030,0,0,Normal
41040,0,0,Normal
41050,0,0,Normal
41060,0,0,Normal
41070,0,0,Normal
41080,0,0,Normal
41090,0,0,Normal
41100,0,0,Normal
41110,0,0,Normal
41120,0,0,Normal
41130,0,0,Normal
41140,0,0,Normal
41150,0,0,Normal
41160,0,0,Normal
41170,0,0,Normal
41180,0,0,Normal
41190,0,0,Normal
41200,0,0,Normal
41210,0,0,Normal
41220,0,0,Normal
41230,0,0,Normal
41240,0,0,Normal
41250,0,0,Normal
41260,0,0,Normal
41270,0,0,Normal
41280,0,0,Normal
41290,0,0,Normal
41300,0,0,Normal
41310,0,0,Normal
41320,0,0,Normal
41330,0,0,Normal
41340,0,0,Normal
41350,0,0,Normal
41360,0,0,Normal
41370,0,0,Normal
41380,0,0,Normal
41390,0,0,Normal
41400,0,0,Normal
41410,0,0,Normal
41420,0,0,Normal
41430,0,0,Normal
41440,0,0,Normal
41450,0,0,Normal
41460,0,0,Normal
41470,0,0,Normal
41480,0,0,Normal
41490,0,0,Normal
41500,0,0,Normal
41510,0,0,Normal
41520,0,0,Normal
41530,0,0,Normal
41540,0,0,Normal
41550,0,0,Normal
41560,0,0,Normal
41570,0,0,Normal
41580,0,0,Normal
41590,0,0,Normal
41600,0,0,Normal
41610,0,0,Normal
41620,0,0,Normal
41630,0,0,Normal
41640,0,0,Normal
41650,0,0,Normal
41660,0,0,Normal
41670,0,0,Normal
41680,0,0,Normal
41690,0,0,Normal
41700,0,0,Normal
41710,0,0,Normal
41720,0,0,Normal
41730,0,0,Normal
41740,0,0,Normal
41750,0,0,Normal
41760,0,0,Normal
41770,0,0,Normal
41780,0,0,Normal
41790,0,0,Normal
41800,0,0,Normal
41810,0,0,Normal
41820,0,0,Normal
41830,0,0,Normal
41840,0,0,Normal
41850,0,0,Normal
41860,0,0,Normal
41870,0,0,Normal
41880,0,0,Normal
41890,0,0,Normal
41900,0,0,Normal
41910,0,0,Normal
41920,0,0,Normal
41930,0,0,Normal
41940,0,0,Normal
41950,0,0,Normal
41960,0,0,Normal
41970,0,0,Normal
41980,0,0,Normal
41990,0,0,Normal
42000,0,0,Normal
42010,0,0,Normal
42020,0,0,Normal
42030,0,0,Normal
42040,0,0,Normal
42050,0,0,Normal
42060,0,0,Normal
42070,0,0,Normal
42080,0,0,Normal
42090,0,0,Normal
42100,0,0,Normal
42110,0,0,Normal
42120,0,0,Normal
42130,0,0,Normal
42140,0,0,Normal
42150,0,0,Normal
42160,0,0,Normal
42170,0,0,Normal
42180,0,0,Normal
42190,0,0,Normal
42200,0,0,Normal
42210,0,0,Normal
42220,0,0,Normal
42230,0,0,Normal
42240,0,0,Normal
42250,0,0,Normal
42260,0,0,Normal
42270,0,0,Normal
42280,0,0,Normal
42290,0,0,Normal
42300,0,0,Normal
42310,0,0,Normal
42320,0,0,Normal
42330,0,0,Normal
42340,0,0,Normal
42350,0,0,Normal
42360,0,0,Normal
42370,0,0,Normal
42380,0,0,Normal
42390,0,0,Normal
42400,0,0,Normal
42410,0,0,Normal
42420,0,0,Normal
42430,0,0,Normal
42440,0,0,Normal
42450,0,0,Normal
42460,0,0,Normal
42470,0,0,Normal
42480,0,0,Normal
42490,0,0,Normal
42500,0,0,Normal
42510,0,0,Normal
42520,0,0,Normal
42530,0,0,Normal
42540,0,0,Normal
42550,0,0,Normal
42560,0,0,Normal
42570,0,0,Normal
42580,0,0,Normal
42590,0,0,Normal
42600,0,0,Normal
42610,0,0,Normal
42620,0,0,Normal
42630,0,0,Normal
42640,0,0,Normal
42650,0,0,Normal
42660,0,0,Normal
42670,0,0,Normal
42680,0,0,Normal
42690,0,0,Normal
42700,0,0,Normal
42710,0,0,Normal
42720,0,0,Normal
42730,0,0,Normal
42740,0,0,Normal
42750,0,0,Normal
42760,0,0,Normal
42770,0,0,Normal
42780,0,0,Normal
42790,0,0,Normal
42800,0,0,Normal
42810,0,0,Normal
42820,0,0,Normal
42830,0,0,Normal
42840,0,0,Normal
42850,0,0,Normal
42860,0,0,Normal
42870,0,0,Normal
42880,0,0,Normal
42890,0,0,Normal
42900,0,0,Normal
42910,0,0,Normal
42920,0,0,Normal
42930,0,0,Normal
42940,0,0,Normal
42950,0,0,Normal
42960,0,0,Normal
42970,0,0,Normal
42980,0,0,Normal
42990,0,0,Normal
43000,0,0,Normal
43010,0,0,Normal
43020,0,0,Normal
43030,0,0,Normal
43040,0,0,Normal
43050,0,0,Normal
43060,0,0,Normal
43070,0,0,Normal
43080,0,0,Normal
43090,0,0,Normal
43100,0,0,Normal
43110,0,0,Normal
43120,0,0,Normal
43130,0,0,Normal
43140,0,0,Normal
43150,0,0,Normal
43160,0,0,Normal
43170,0,0,Normal
43180,0,0,Normal
43190,0,0,Normal
43200,0,0,Normal
43210,0,0,Normal
43220,0,0,Normal
43230,0,0,Normal
43240,0,0,Normal
43250,0,0,Normal
43260,0,0,Normal
43270,0,0,Normal
43280,0,0,Normal
43290,0,0,Normal
43300,0,0,Normal
43310,0,0,Normal
43320,0,0,Normal
43330,0,0,Normal
43340,0,0,Normal
43350,0,0,Normal
43360,0,0,Normal
43370,0,0,Normal
43380,0,0,Normal
43390,0,0,Normal
43400,0,0,Normal
43410,0,0,Normal
43420,0,0,Normal
43430,0,0,Normal
43440,0,0,Normal
43450,0,0,Normal
43460,0,0,Normal
43470,0,0,Normal
43480,0,0,Normal
43490,0,0,Normal
43500,0,0,Normal
43510,0,0,Normal
43520,0,0,Normal
43530,0,0,Normal
43540,0,0,Normal
43550,0,0,Normal
43560,0,0,Normal
43570,0,0,Normal
43580,0,0,Normal
43590,0,0,Normal
43600,0,0,Normal
43610,0,0,Normal
43620,0,0,Normal
43630,0,0,Normal
43640,0,0,Normal
43650,0,0,Normal
43660,0,0,Normal
43670,0,0,Normal
43680,0,0,Normal
43690,0,0,Normal
43700,0,0,Normal
43710,0,0,Normal
43720,0,0,Normal
43730,0,0,Normal
43740,0,0,Normal
43750,0,0,Normal
43760,0,0,Normal
43770,0,0,Normal
43780,0,0,Normal
43790,0,0,Normal
43800,0,0,Normal
43810,0,0,Normal
43820,0,0,Normal
43830,0,0,Normal
43840,0,0,Normal
43850,0,0,Normal
43860,0,0,Normal
43870,0,0,Normal
43880,0,0,Normal
43890,0,0,Normal
43900,0,0,Normal
43910,0,0,Normal
43920,0,0,Normal
43930,0,0,Normal
43940,0,0,Normal
43950,0,0,Normal
43960,0,0,Normal
43970,0,0,Normal
43980,0,0,Normal
43990,0,0,Normal
44000,0,0,Normal
44010,0,0,Normal
44020,0,0,Normal
44030,0,0,Normal
44040,0,0,Normal
44050,0,0,Normal
44060,0,0,Normal
44070,0,0,Normal
44080,0,0,Normal
44090,0,0,Normal
44100,0,0,Normal
44110,0,0,Normal
44120,0,0,Normal
44130,0,0,Normal
44140,0,0,Normal
44150,0,0,Normal
44160,0,0,Normal
44170,0,0,Normal
44180,0,0,Normal
44190,0,0,Normal
44200,0,0,Normal
44210,0,0,Normal
44220,0,0,Normal
44230,0,0,Normal
44240,0,0,Normal
44250,0,0,Normal
44260,0,0,Normal
44270,0,0,Normal
44280,0,0,Normal
44290,0,0,Normal
44300,0,0,Normal
44310,0,0,Normal
44320,0,0,Normal
44330,0,0,Normal
44340,0,0,Normal
44350,0,0,Normal
44360,0,0,Normal
44370,0,0,Normal
44380,0,0,Normal
44390,0,0,Normal
44400,0,0,Normal
44410,0,0,Normal
44420,0,0,Normal
44430,0,0,Normal
44440,0,0,Normal
44450,0,0,Normal
44460,0,0,Normal
44470,0,0,Normal
44480,0,0,Normal
44490,0,0,Normal
44500,0,0,Normal
44510,0,0,Normal
44520,0,0,Normal
44530,0,0,Normal
44540,0,0,Normal
44550,0,0,Normal
44560,0,0,Normal
44570,0,0,Normal
44580,0,0,Normal
44590,0,0,Normal
